strategy,symbol,timeframe,fold,is_len,oos_len,oos_trades,oos_win_rate,oos_profit_factor,oos_expectancy_r,oos_total_r,params
gold_zigzag_reversal_daily,XAUUSD,15min,46,1000,300,8,0.2500,0.49628300570213824,-0.3961,-3.1688,
gold_zigzag_reversal_daily,XAUUSD,15min,47,1000,300,4,0.5000,1.7065252250069494,0.3976,1.5902,
gold_zigzag_reversal_daily,XAUUSD,15min,48,1000,300,8,0.3750,1.561394777322272,0.3986,3.1885,
gold_zigzag_reversal_daily,XAUUSD,15min,49,1000,300,3,0.3333,1.4837029099988148,0.3490,1.0469,
gold_zigzag_reversal_daily,XAUUSD,15min,50,1000,300,3,0.0000,0.0,-1.0218,-3.0655,
gold_zigzag_reversal_daily,XAUUSD,15min,51,1000,300,6,0.1667,1.2156278433295638,0.2277,1.3664,
gold_zigzag_reversal_daily,XAUUSD,15min,52,1000,300,4,0.0000,0.0,-1.0823,-4.3290,
gold_zigzag_reversal_daily,XAUUSD,15min,53,1000,300,3,0.3333,2.0479576335569734,0.7782,2.3345,
gold_zigzag_reversal_daily,XAUUSD,15min,54,1000,300,2,0.5000,3.392917303289235,1.2617,2.5235,
gold_zigzag_reversal_daily,XAUUSD,15min,55,1000,300,4,0.5000,5.556115896096439,2.4768,9.9071,
gold_zigzag_reversal_daily,XAUUSD,15min,56,1000,300,4,0.0000,0.0,-0.8103,-3.2413,
gold_zigzag_reversal_daily,XAUUSD,15min,57,1000,300,5,0.4000,1.9972336264515633,0.6916,3.4578,
gold_zigzag_reversal_daily,XAUUSD,15min,58,1000,300,3,0.0000,0.0,-0.7844,-2.3532,
gold_zigzag_reversal_daily,XAUUSD,15min,59,1000,300,4,0.2500,1.7312646572958275,0.6146,2.4585,
gold_zigzag_reversal_daily,XAUUSD,15min,60,1000,300,7,0.4286,2.9752474442065777,1.0207,7.1448,
gold_zigzag_reversal_daily,XAUUSD,15min,61,1000,300,2,0.0000,0.0,-1.0534,-2.1067,
gold_zigzag_reversal_daily,XAUUSD,15min,62,1000,300,8,0.1250,0.3509121184856196,-0.6217,-4.9735,
gold_zigzag_reversal_daily,XAUUSD,15min,63,1000,300,2,0.5000,2.42891887851813,0.7791,1.5582,
gold_zigzag_reversal_daily,XAUUSD,15min,64,1000,300,4,0.0000,0.0,-1.0857,-4.3427,
gold_zigzag_reversal_daily,XAUUSD,15min,65,1000,300,3,0.3333,1.5728710621442459,0.4390,1.3170,
gold_zigzag_reversal_daily,XAUUSD,15min,66,1000,300,6,0.3333,1.679879734730049,0.4805,2.8829,
gold_zigzag_reversal_daily,XAUUSD,15min,67,1000,300,3,1.0000,inf,3.0573,9.1720,
gold_zigzag_reversal_daily,XAUUSD,15min,68,1000,300,3,0.3333,1.7932103390651106,0.5959,1.7876,
gold_zigzag_reversal_daily,XAUUSD,15min,69,1000,300,5,0.2000,1.0997370145347605,0.0801,0.4004,
gold_zigzag_reversal_daily,XAUUSD,15min,70,1000,300,1,1.0000,inf,3.3687,3.3687,
gold_zigzag_reversal_daily,XAUUSD,15min,71,1000,300,3,0.6667,5.186736368024815,1.5771,4.7314,
gold_zigzag_reversal_daily,XAUUSD,15min,72,1000,300,1,1.0000,inf,5.7351,5.7351,
gold_zigzag_reversal_daily,XAUUSD,15min,73,1000,300,7,0.0000,0.0,-1.0901,-7.6306,
gold_zigzag_reversal_daily,XAUUSD,15min,74,1000,300,2,0.5000,5.2621253718975005,2.4644,4.9289,
gold_zigzag_reversal_daily,XAUUSD,15min,75,1000,300,8,0.2500,0.5084701547656111,-0.3958,-3.1665,
gold_zigzag_reversal_daily,XAUUSD,15min,76,1000,300,4,0.2500,1.672394821905206,0.4032,1.6126,
gold_zigzag_reversal_daily,XAUUSD,15min,77,1000,300,5,0.2000,2.1448614277712177,1.1537,5.7683,
gold_zigzag_reversal_daily,XAUUSD,15min,78,1000,300,3,0.6667,6.11253369754442,1.7805,5.3416,
gold_zigzag_reversal_daily,XAUUSD,15min,79,1000,300,2,0.5000,4.044583902004016,1.7471,3.4941,
gold_zigzag_reversal_daily,XAUUSD,15min,80,1000,300,4,0.2500,1.1118758214449445,0.1127,0.4508,
gold_zigzag_reversal_daily,XAUUSD,15min,81,1000,300,3,0.0000,0.0,-1.1100,-3.3300,
gold_zigzag_reversal_daily,XAUUSD,15min,82,1000,300,5,0.2000,0.0793922701063999,-0.8138,-4.0688,
gold_zigzag_reversal_daily,XAUUSD,15min,83,1000,300,2,0.0000,0.0,-1.0595,-2.1190,
gold_zigzag_reversal_daily,XAUUSD,15min,84,1000,300,3,0.3333,1.498739208805794,0.3775,1.1325,
gold_zigzag_reversal_daily,XAUUSD,15min,85,1000,300,1,0.0000,0.0,-1.0960,-1.0960,
gold_zigzag_reversal_daily,XAUUSD,15min,86,1000,300,2,0.5000,2.0400825746366817,0.5805,1.1610,
gold_zigzag_reversal_daily,XAUUSD,15min,87,1000,300,3,0.3333,3.1691593581918354,1.6703,5.0108,
gold_zigzag_reversal_daily,XAUUSD,15min,88,1000,300,4,0.5000,3.9643856896555385,1.5916,6.3664,
gold_zigzag_reversal_daily,XAUUSD,15min,89,1000,300,6,0.1667,0.7456308052583968,-0.2129,-1.2775,
gold_zigzag_reversal_daily,XAUUSD,15min,90,1000,300,4,0.2500,1.1704029360764698,0.1560,0.6241,
gold_zigzag_reversal_daily,XAUUSD,15min,91,1000,300,7,0.0000,0.0,-1.0465,-7.3254,
gold_zigzag_reversal_daily,XAUUSD,15min,92,1000,300,1,0.0000,0.0,-1.0657,-1.0657,
gold_zigzag_reversal_daily,XAUUSD,15min,93,1000,300,4,0.5000,5.806528358922617,2.7544,11.0177,
gold_zigzag_reversal_daily,XAUUSD,15min,94,1000,300,2,0.0000,0.0,-1.1338,-2.2676,
gold_zigzag_reversal_daily,XAUUSD,15min,95,1000,300,6,0.1667,0.40421837719518217,-0.5376,-3.2258,
gold_zigzag_reversal_daily,XAUUSD,15min,96,1000,300,5,0.2000,1.2829160588737225,0.2125,1.0627,
gold_zigzag_reversal,XAUUSD,15min,0,1000,300,3,0.0000,0.0,-1.2202,-3.6607,
gold_zigzag_reversal,XAUUSD,15min,1,1000,300,4,0.5000,3.8320585415541193,1.8608,7.4433,
gold_zigzag_reversal,XAUUSD,15min,2,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,3,1000,300,2,0.0000,0.0,-1.1906,-2.3813,
gold_zigzag_reversal,XAUUSD,15min,4,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,5,1000,300,1,1.0000,inf,2.9178,2.9178,
gold_zigzag_reversal,XAUUSD,15min,6,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,7,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,8,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,9,1000,300,2,0.5000,2.0745757401327416,0.6470,1.2939,
gold_zigzag_reversal,XAUUSD,15min,10,1000,300,1,0.0000,0.0,-1.1353,-1.1353,
gold_zigzag_reversal,XAUUSD,15min,11,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,12,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,13,1000,300,1,0.0000,0.0,-1.3290,-1.3290,
gold_zigzag_reversal,XAUUSD,15min,14,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,15,1000,300,1,0.0000,0.0,-1.1855,-1.1855,
gold_zigzag_reversal,XAUUSD,15min,16,1000,300,3,0.3333,1.8677671872909054,0.7513,2.2540,
gold_zigzag_reversal,XAUUSD,15min,17,1000,300,1,0.0000,0.0,-1.0844,-1.0844,
gold_zigzag_reversal,XAUUSD,15min,18,1000,300,1,0.0000,0.0,-1.0628,-1.0628,
gold_zigzag_reversal,XAUUSD,15min,19,1000,300,1,0.0000,0.0,-1.1279,-1.1279,
gold_zigzag_reversal,XAUUSD,15min,20,1000,300,1,1.0000,inf,8.4677,8.4677,
gold_zigzag_reversal,XAUUSD,15min,21,1000,300,2,0.0000,0.0,-1.0576,-2.1151,
gold_zigzag_reversal,XAUUSD,15min,22,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,23,1000,300,1,0.0000,0.0,-1.0615,-1.0615,
gold_zigzag_reversal,XAUUSD,15min,24,1000,300,1,0.0000,0.0,-1.0895,-1.0895,
gold_zigzag_reversal,XAUUSD,15min,25,1000,300,2,1.0000,inf,3.8298,7.6597,
gold_zigzag_reversal,XAUUSD,15min,26,1000,300,4,0.5000,2.335000444649358,0.7372,2.9489,
gold_zigzag_reversal,XAUUSD,15min,27,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,28,1000,300,3,0.0000,0.0,-1.0841,-3.2523,
gold_zigzag_reversal,XAUUSD,15min,29,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,30,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,31,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,32,1000,300,1,0.0000,0.0,-1.0694,-1.0694,
gold_zigzag_reversal,XAUUSD,15min,33,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,34,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,35,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,36,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,37,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,38,1000,300,1,0.0000,0.0,-1.0893,-1.0893,
gold_zigzag_reversal,XAUUSD,15min,39,1000,300,1,0.0000,0.0,-1.0858,-1.0858,
gold_zigzag_reversal,XAUUSD,15min,40,1000,300,1,1.0000,inf,3.7361,3.7361,
gold_zigzag_reversal,XAUUSD,15min,41,1000,300,1,0.0000,0.0,-1.0945,-1.0945,
gold_zigzag_reversal,XAUUSD,15min,42,1000,300,1,0.0000,0.0,-0.1977,-0.1977,
gold_zigzag_reversal,XAUUSD,15min,43,1000,300,1,0.0000,0.0,-1.0791,-1.0791,
gold_zigzag_reversal,XAUUSD,15min,44,1000,300,2,0.5000,2.880697382629823,1.2056,2.4111,
gold_zigzag_reversal,XAUUSD,15min,45,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,46,1000,300,1,0.0000,0.0,-1.2062,-1.2062,
gold_zigzag_reversal,XAUUSD,15min,47,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,48,1000,300,1,1.0000,inf,4.6981,4.6981,
gold_zigzag_reversal,XAUUSD,15min,49,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,50,1000,300,1,0.0000,0.0,-1.0342,-1.0342,
gold_zigzag_reversal,XAUUSD,15min,51,1000,300,1,0.0000,0.0,-1.0352,-1.0352,
gold_zigzag_reversal,XAUUSD,15min,52,1000,300,1,0.0000,0.0,-1.0598,-1.0598,
gold_zigzag_reversal,XAUUSD,15min,53,1000,300,2,0.5000,3.6282538763085497,1.4760,2.9520,
gold_zigzag_reversal,XAUUSD,15min,54,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,55,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,56,1000,300,2,0.0000,0.0,-1.1052,-2.2104,
gold_zigzag_reversal,XAUUSD,15min,57,1000,300,2,0.0000,0.0,-1.1080,-2.2160,
gold_zigzag_reversal,XAUUSD,15min,58,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,59,1000,300,1,0.0000,0.0,-1.0566,-1.0566,
gold_zigzag_reversal,XAUUSD,15min,60,1000,300,1,0.0000,0.0,-0.2849,-0.2849,
gold_zigzag_reversal,XAUUSD,15min,61,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,62,1000,300,1,0.0000,0.0,-1.1137,-1.1137,
gold_zigzag_reversal,XAUUSD,15min,63,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,64,1000,300,1,0.0000,0.0,-1.1420,-1.1420,
gold_zigzag_reversal,XAUUSD,15min,65,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,66,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,67,1000,300,1,0.0000,0.0,-1.0495,-1.0495,
gold_zigzag_reversal,XAUUSD,15min,68,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,69,1000,300,1,0.0000,0.0,-0.0358,-0.0358,
gold_zigzag_reversal,XAUUSD,15min,70,1000,300,1,0.0000,0.0,-1.0847,-1.0847,
gold_zigzag_reversal,XAUUSD,15min,71,1000,300,4,0.0000,0.0,-1.0738,-4.2954,
gold_zigzag_reversal,XAUUSD,15min,72,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,73,1000,300,1,0.0000,0.0,-1.1409,-1.1409,
gold_zigzag_reversal,XAUUSD,15min,74,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,75,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,76,1000,300,1,0.0000,0.0,-1.0712,-1.0712,
gold_zigzag_reversal,XAUUSD,15min,77,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,78,1000,300,1,1.0000,inf,4.7960,4.7960,
gold_zigzag_reversal,XAUUSD,15min,79,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,80,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,81,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,82,1000,300,1,0.0000,0.0,-1.1234,-1.1234,
gold_zigzag_reversal,XAUUSD,15min,83,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,84,1000,300,2,0.0000,0.0,-1.0998,-2.1996,
gold_zigzag_reversal,XAUUSD,15min,85,1000,300,1,1.0000,inf,2.6558,2.6558,
gold_zigzag_reversal,XAUUSD,15min,86,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,87,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,88,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,89,1000,300,1,0.0000,0.0,-1.0890,-1.0890,
gold_zigzag_reversal,XAUUSD,15min,90,1000,300,1,1.0000,inf,3.8128,3.8128,
gold_zigzag_reversal,XAUUSD,15min,91,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,92,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,93,1000,300,1,1.0000,inf,9.7286,9.7286,
gold_zigzag_reversal,XAUUSD,15min,94,1000,300,0,0.0000,0.0,0.0000,0.0000,
gold_zigzag_reversal,XAUUSD,15min,95,1000,300,2,0.5000,4.791937121327462,2.0787,4.1574,
gold_zigzag_reversal,XAUUSD,15min,96,1000,300,2,0.0000,0.0,-1.0717,-2.1434,
